,station_id,ride_count,lat,lng
0,190 Morgan,1,40.711071680975735,-73.9320957361997
1,2733.03,470,40.633731477051285,-74.01641454403916
2,2782.02,800,40.635934559536906,-74.01983565960157
3,2821.05,708,40.63590967145627,-74.01270763872108
4,2832.03,850,40.63713282025255,-74.02202989498942
5,2861.02,394,40.63908722386479,-74.00997827147108
6,2872.02,165,40.63766160543125,-74.01780609810001
7,2883.03,523,40.638314662535535,-74.02465227924677
8,2912.08,301,40.63821140136577,-74.01380868484563
9,2923.01,274,40.640147869531404,-74.01939792992027
10,2932.03,888,40.639625333502636,-74.02672153860203
11,2951.05,628,40.63962339587513,-74.0088623491712
12,2961.05,490,40.64096372397292,-74.0153838466
13,2971.02,93,40.63998547367778,-74.02325666051112
14,3000.08,563,40.641217190515675,-74.01093673055982
15,3007.05,859,40.64212676771991,-73.98108639277893
16,3011.03,1043,40.641553864353526,-74.01737467398172
17,3019.02,100,40.640696602193884,-74.02496896631632
18,3019.03,87,40.64272244879248,-74.02506131075246
19,3038.08,220,40.64278537333805,-74.00582472106603
20,3046.03,534,40.64382446351341,-73.97744983638314
21,3050.03,469,40.642417583130346,-74.01334710812822
22,3056.05,764,40.64388744443404,-73.98635203942084
23,3084.05,427,40.642836131023145,-74.00936210871373
24,3090.06,731,40.64304153943196,-73.979079586321
25,3093.07,995,40.64289571579776,-74.01669735669749
26,3117.05,1193,40.64540588157271,-74.00359501731376
27,3125.09,1797,40.64480896308332,-73.97452378442466
28,3129.08,510,40.643937165639215,-74.0115771350392
29,3135.04,356,40.64435633944102,-73.98427300498875
30,3138.09,430,40.64548176834827,-74.02109449189388
31,3161.02,742,40.64641276008108,-74.00557652955857
32,3166.03,854,40.645339942707395,-73.97960104003408
33,3169.07,1797,40.645041291200116,-74.01442921464405
34,3178.02,426,40.646547527125804,-74.0227734298686
35,3192.05,1893,40.647678137289574,-74.00075407459241
36,3199.01,815,40.64776635005833,-73.97372267517667
37,3202.06,1325,40.64683523996338,-74.00916107234772
38,3208.07,793,40.64609938437426,-73.98088041914008
39,3211.06,659,40.647924221494776,-74.0185443652837
40,3220.01,620,40.64664109857641,-74.02589649941862
41,3230.01,1167,40.648752285215345,-73.97051229050372
42,3233.06,986,40.64727608153735,-74.00441958296511
43,3240.15,1008,40.649235660029376,-73.976798628999
44,3243.02,320,40.650002744296415,-74.01205227211919
45,3253.01,293,40.649511334591665,-74.0199506503619
46,3266.01,1296,40.64876216141526,-73.99996817688438
47,3272.01,758,40.6490542132931,-73.97230996622767
48,3275.03,1330,40.64923451870409,-74.00940752045409
49,3280.04,1179,40.64842912073051,-73.97928729357542
50,3283.05,159,40.65069943458442,-74.01489259821429
51,3294.03,25,40.65004807186364,-73.96001050954546
52,3303.03,1536,40.65014991556879,-73.96786615441623
53,3306.03,1728,40.650393924448316,-74.00496694321217
54,3312.07,814,40.65176222033662,-73.97596819176461
55,3315.05,322,40.6511954465777,-74.01141590722972
56,3344.02,4428,40.651817242089024,-73.9722224881007
57,3347.03,959,40.65151486883089,-74.00715339515551
58,3353.04,615,40.65087337658278,-73.97767846660706
59,3356.07,211,40.65230890217107,-74.01346590078347
60,3359.03,296,40.65382748957421,-73.94985659283455
61,3368.04,613,40.652980975237455,-73.95630285172575
62,3376.02,3731,40.65212170678682,-73.96527526580334
63,3376.04,348,40.65327273658589,-73.96646118462577
64,3379.03,662,40.65263198044106,-74.00238302089483
65,3382.04,4,40.6533,-73.93644
66,3385.06,2193,40.65284026158189,-73.97253242802219
67,3388.02,159,40.65284214238312,-74.00889890924458
68,3394.03,526,40.65167397659579,-73.98123510971838
69,3400.04,172,40.65436184071555,-73.95311786352667
70,3420.01,1840,40.654480452608965,-74.0040027863586
71,3426.02,668,40.6537843241507,-73.97623267515169
72,3428.04,272,40.652856969438666,-74.01293038548374
73,3439.03,2088,40.65549308665456,-73.95647096832808
74,3448.02,1059,40.65544808336944,-73.9621169465793
75,3451.01,385,40.654392493291446,-74.00104243140838
76,3454.01,13,40.65632852708333,-73.93647794508334
77,3457.03,2145,40.65512900706682,-73.97326764625981
78,3460.01,956,40.65741422856067,-74.00855994542457
79,3460.02,1429,40.655954127757596,-74.00660251478942
80,3460.04,158,40.65632538593506,-74.00963465341559
81,3460.05,519,40.65591114071454,-74.00990150339253
82,3463.01,20,40.65576926922222,-73.94317785800001
83,3472.03,1881,40.655767212432735,-73.94993431492142
84,3480.04,2845,40.65592165827641,-73.95971248944448
85,3486.02,506,40.65708979246318,-73.93128657450401
86,3492.04,1082,40.65544176951154,-74.00288815784711
87,3495.08,9,40.65495793325,-73.93764802875
88,3498.09,2805,40.65737230625138,-73.9741810668325
89,3504.02,744,40.658073951043015,-73.9474086696595
90,3507.04,999,40.65684820520154,-73.98372645428202
91,3512.03,1059,40.65720301140716,-73.9534558354193
92,3515.01,720,40.658235888207756,-73.98959577653186
93,3520.01,1524,40.658224203145096,-73.96061201741068
94,3523.06,696,40.657334191110635,-73.99815096594492
95,3526.06,139,40.658073670614286,-73.93417278807144
96,3532.02,304,40.65930481122146,-74.0063181903653
97,3535.02,544,40.65801089478671,-73.93965659023078
98,3538.09,2522,40.656804515476566,-73.97736411225483
