,station_id,ride_count,lat,lng
0,190 Morgan,6,40.711071680975735,-73.9320957361997
1,2733.03,597,40.633387698848274,-74.01656905873793
2,2782.02,816,40.635719806644644,-74.01997032356235
3,2821.05,704,40.635545351088886,-74.01299712705833
4,2832.03,924,40.6372171063103,-74.02203459405592
5,2861.02,324,40.638578445496854,-74.01015969753145
6,2872.02,210,40.637664339122445,-74.01780579537245
7,2883.03,505,40.638253478454004,-74.02471477484201
8,2912.08,288,40.638208807828676,-74.0138092595
9,2923.01,381,40.639863321727276,-74.01978885943048
10,2932.03,911,40.63941486575219,-74.0268150813377
11,2951.05,440,40.63968978138793,-74.00897049166593
12,2961.05,612,40.64013601553125,-74.01574094735034
13,2971.02,102,40.63998646318,-74.0232543984
14,3000.08,436,40.64113962116055,-74.01094818412615
15,3007.05,910,40.64207422575991,-73.98101176252642
16,3011.03,1151,40.64127683530488,-74.01764216939983
17,3019.02,87,40.640490136474355,-74.02563433867948
18,3019.03,96,40.6424418650006,-74.02554554126783
19,3038.08,309,40.64250758107947,-74.00606816065563
20,3046.03,666,40.6438209033565,-73.97744895309215
21,3050.03,579,40.64241881985467,-74.01334349158651
22,3056.05,794,40.64356067273537,-73.98640488943511
23,3084.05,530,40.64273476442884,-74.00946438439513
24,3090.06,698,40.64281792197977,-73.9792222264552
25,3093.07,979,40.64271834898873,-74.01682375298053
26,3117.05,1065,40.64476755471739,-74.00376943350946
27,3125.09,1625,40.64466942492795,-73.97452043339234
28,3129.08,568,40.64335986415371,-74.01188602800175
29,3135.04,378,40.644354003874334,-73.9842693600294
30,3138.09,417,40.64471724864286,-74.02133165629064
31,3161.02,819,40.645921603262316,-74.00569326529802
32,3166.03,935,40.64509010635,-73.97965171002333
33,3169.07,1561,40.64487319778618,-74.0145423304212
34,3178.02,456,40.64637376545133,-74.0230776947124
35,3192.05,1910,40.64736563899635,-74.00092817772732
36,3199.01,920,40.64771317101856,-73.97367435404476
37,3202.06,989,40.64635676785686,-74.00929414561861
38,3208.07,746,40.6460204390762,-73.98096289573397
39,3211.06,804,40.64745136642644,-74.01885851472568
40,3220.01,700,40.64647730363218,-74.02608557015805
41,3230.01,1343,40.648530613807054,-73.97053545205556
42,3233.06,1170,40.64737527317863,-74.00432183993489
43,3240.15,997,40.64902335275251,-73.97675780870642
44,3243.02,285,40.64913571774286,-74.01236836542142
45,3253.01,228,40.64929022672807,-74.02010066604386
46,3266.01,1356,40.64823469216889,-73.9999988478763
47,3272.01,1056,40.64808273813654,-73.97244508673077
48,3275.03,1327,40.64914552172958,-74.0094821668074
49,3280.04,1308,40.64800603680675,-73.97935409599464
50,3283.05,157,40.65016682486364,-74.01559576315586
51,3303.03,1747,40.64992385178309,-73.96930904187812
52,3306.03,1771,40.649975730616845,-74.0051579176575
53,3312.07,789,40.651723846852185,-73.97598538350128
54,3315.05,278,40.65119085218705,-74.01141192861151
55,3344.02,3292,40.65156130731008,-73.9722040594917
56,3347.03,1190,40.65136818948387,-74.00714870210525
57,3353.04,659,40.650741713379944,-73.97771752270668
58,3356.07,292,40.65230592986348,-74.01346262786394
59,3376.02,3987,40.651943274424795,-73.9652603983408
60,3379.03,773,40.65263209421505,-74.00238208738307
61,3385.06,3106,40.652553626703295,-73.97257317935164
62,3388.02,203,40.652504997890006,-74.008894784455
63,3394.03,534,40.6516772832594,-73.98123445948497
64,3420.01,2175,40.65418929449171,-74.00421698475392
65,3426.02,852,40.65336104170095,-73.9762916726643
66,3428.04,315,40.65291905595217,-74.01286815787672
67,3439.03,2133,40.655201018225235,-73.9564031694243
68,3451.01,498,40.65410896496573,-74.00114588223991
69,3457.03,2687,40.65487905182762,-73.9732478623589
70,3460.01,691,40.657113998878444,-74.00868508849004
71,3460.02,1661,40.655725837704594,-74.00668068436138
72,3460.04,194,40.65632271297872,-74.00963567749469
73,3460.05,372,40.65574206506451,-74.00997683883342
74,3472.03,1712,40.65558170913668,-73.94974102726519
75,3480.04,3487,40.65566665400833,-73.9596652195773
76,3486.02,410,40.656682536968134,-73.9311125809142
77,3492.04,1042,40.65527538402418,-74.00308826951354
78,3498.09,2334,40.65745023039992,-73.97414311160182
79,3504.02,727,40.65792031574247,-73.94736817301234
80,3507.04,964,40.656709051583164,-73.98379415864554
81,3512.03,947,40.656925425536016,-73.9532989973252
82,3515.01,791,40.658015871743004,-73.98962431203054
83,3520.01,1387,40.65796036672029,-73.96049959961594
84,3523.06,809,40.65699451691708,-73.99821141770173
85,3526.06,183,40.65807512551086,-73.93417966226087
86,3532.02,349,40.65917033763158,-74.00659344820761
87,3535.02,460,40.6579163001308,-73.93967067342828
88,3538.09,2163,40.65631360289362,-73.97732883252127
89,3544.02,910,40.65716923257048,-73.95008332169824
90,3547.04,569,40.65850070115116,-73.98556132742193
91,3552.09,1064,40.65813469067871,-73.95672153702246
92,3555.04,1263,40.659543696556085,-73.99504686134281
